2019-09-25 22:05:02,292 - browserdriver - INFO - 当前选择的浏览器为 Chrome 
2019-09-25 22:05:02,294 - browserdriver - INFO - 测试的URL: http://172.23.23.222:7070/zfxtbgxt/form/86595d4a7f9384381526acb302bff724/insert
2019-09-25 22:05:04,868 - browserdriver - INFO - 启动Chrome浏览器
2019-09-25 22:05:07,011 - readconfig - INFO - 操作第2行元素,当前测试对象元素路径：username1
2019-09-25 22:05:07,023 - seleniumdriver - INFO - 找到该元素
2019-09-25 22:05:07,073 - seleniumdriver - INFO - 数据写入成功
2019-09-25 22:05:07,144 - readconfig - INFO - 操作第3行元素,当前测试对象元素路径：password1
2019-09-25 22:05:07,155 - seleniumdriver - INFO - 找到该元素
2019-09-25 22:05:07,220 - seleniumdriver - INFO - 数据写入成功
2019-09-25 22:05:07,287 - readconfig - INFO - 操作第4行元素,当前测试对象元素路径：submit_btn
2019-09-25 22:05:07,299 - seleniumdriver - INFO - 找到该元素
2019-09-25 22:05:07,356 - seleniumdriver - INFO - 元素点击成功
2019-09-25 22:05:08,406 - element-exist - INFO - 找到该元素
2019-09-25 22:05:08,415 - seleniumdriver - INFO - 当前页面的ifram个数为1
2019-09-25 22:05:08,416 - seleniumdriver - INFO - 当前页面iframe有[<selenium.webdriver.remote.webelement.WebElement (session="a2cfca3d8033cb53ace6b12d9c15b595", element="0.5265502973717175-2")>]
2019-09-25 22:05:08,502 - readconfig - INFO - 操作第5行元素,当前测试对象元素路径：/html/body/div/div/div[2]/div[2]/span[1]
2019-09-25 22:05:08,513 - seleniumdriver - INFO - 找到该元素
2019-09-25 22:05:09,047 - seleniumdriver - INFO - 元素点击成功
2019-09-25 22:05:09,052 - seleniumdriver - INFO - 当前页面标题为：提捕案件列表
2019-09-25 22:05:09,128 - readconfig - INFO - 操作第11行元素,当前测试对象元素路径：jqButton-btn
2019-09-25 22:05:09,141 - seleniumdriver - INFO - 找到该元素
2019-09-25 22:05:09,329 - seleniumdriver - INFO - 元素点击成功
2019-09-25 22:05:09,372 - tb-qlc - INFO - 开始选择案件和嫌疑人
2019-09-25 22:05:09,393 - choosesupects - INFO - 当前页案件数量为5
2019-09-25 22:05:09,393 - choosesupects - INFO - 正在查找第1条案件
2019-09-25 22:05:09,417 - choosesupects - INFO - 当前的案件列表数量为5
2019-09-25 22:05:09,431 - choosesupects - INFO - 双击案件列表，寻找有嫌疑人的案件
2019-09-25 22:05:11,547 - choosesupects - INFO - 正在查找的当前案件的嫌疑人数量为0
2019-09-25 22:05:11,547 - choosesupects - INFO - 正在查找第2条案件
2019-09-25 22:05:11,578 - choosesupects - INFO - 当前的案件列表数量为5
2019-09-25 22:05:11,605 - choosesupects - INFO - 双击案件列表，寻找有嫌疑人的案件
2019-09-25 22:05:13,691 - choosesupects - INFO - 正在查找的当前案件的嫌疑人数量为0
