2019-09-26 22:01:36,393 - browserdriver - INFO - 当前选择的浏览器为 Chrome 
2019-09-26 22:01:36,393 - browserdriver - INFO - 测试的URL: http://172.23.23.222:7070/zfxtbgxt/form/86595d4a7f9384381526acb302bff724/insert
2019-09-26 22:01:38,950 - browserdriver - INFO - 启动Chrome浏览器
2019-09-26 22:01:40,741 - readconfig - INFO - 操作第2行元素,当前测试对象元素路径：username1
2019-09-26 22:01:40,755 - seleniumdriver - INFO - 找到该元素
2019-09-26 22:01:40,811 - seleniumdriver - INFO - 数据写入成功
2019-09-26 22:01:40,888 - readconfig - INFO - 操作第3行元素,当前测试对象元素路径：password1
2019-09-26 22:01:40,900 - seleniumdriver - INFO - 找到该元素
2019-09-26 22:01:40,968 - seleniumdriver - INFO - 数据写入成功
2019-09-26 22:01:41,046 - readconfig - INFO - 操作第4行元素,当前测试对象元素路径：submit_btn
2019-09-26 22:01:41,059 - seleniumdriver - INFO - 找到该元素
2019-09-26 22:01:41,124 - seleniumdriver - INFO - 元素点击成功
2019-09-26 22:01:42,114 - element-exist - INFO - 找到该元素
2019-09-26 22:01:42,128 - seleniumdriver - INFO - 当前页面的ifram个数为1
2019-09-26 22:01:42,128 - seleniumdriver - INFO - 当前页面iframe有[<selenium.webdriver.remote.webelement.WebElement (session="8556037bd3ff02dd270a9d1df4487d88", element="0.015909643712471944-2")>]
2019-09-26 22:01:42,224 - readconfig - INFO - 操作第5行元素,当前测试对象元素路径：/html/body/div/div/div[2]/div[2]/span[1]
2019-09-26 22:01:42,236 - seleniumdriver - INFO - 找到该元素
2019-09-26 22:01:42,750 - seleniumdriver - INFO - 元素点击成功
2019-09-26 22:01:42,761 - seleniumdriver - INFO - 当前页面标题为：提捕案件列表
2019-09-26 22:01:42,846 - readconfig - INFO - 操作第12行元素,当前测试对象元素路径：jqButton-btn
2019-09-26 22:01:42,860 - seleniumdriver - INFO - 找到该元素
2019-09-26 22:01:43,072 - seleniumdriver - INFO - 元素点击成功
2019-09-26 22:01:43,118 - tb-qlc - INFO - 开始选择案件和嫌疑人
2019-09-26 22:01:43,144 - choosesupects - INFO - 当前页案件数量为5
2019-09-26 22:01:43,144 - choosesupects - INFO - 正在查找第1条案件
2019-09-26 22:01:43,162 - choosesupects - INFO - 当前的案件列表数量为5
2019-09-26 22:01:43,178 - choosesupects - INFO - 双击案件列表，寻找有嫌疑人的案件
2019-09-26 22:01:45,263 - choosesupects - INFO - 正在查找的当前案件的嫌疑人数量为0
2019-09-26 22:01:45,263 - choosesupects - INFO - 正在查找第2条案件
2019-09-26 22:01:45,279 - choosesupects - INFO - 当前的案件列表数量为5
2019-09-26 22:01:45,301 - choosesupects - INFO - 双击案件列表，寻找有嫌疑人的案件
2019-09-26 22:01:47,374 - choosesupects - INFO - 正在查找的当前案件的嫌疑人数量为0
2019-09-26 22:01:47,374 - choosesupects - INFO - 正在查找第3条案件
2019-09-26 22:01:47,389 - choosesupects - INFO - 当前的案件列表数量为5
2019-09-26 22:01:47,408 - choosesupects - INFO - 双击案件列表，寻找有嫌疑人的案件
2019-09-26 22:01:49,478 - choosesupects - INFO - 正在查找的当前案件的嫌疑人数量为0
2019-09-26 22:01:49,478 - choosesupects - INFO - 正在查找第4条案件
2019-09-26 22:01:49,492 - choosesupects - INFO - 当前的案件列表数量为5
2019-09-26 22:01:49,510 - choosesupects - INFO - 双击案件列表，寻找有嫌疑人的案件
2019-09-26 22:01:51,578 - choosesupects - INFO - 正在查找的当前案件的嫌疑人数量为0
2019-09-26 22:01:51,578 - choosesupects - INFO - 正在查找第5条案件
2019-09-26 22:01:51,593 - choosesupects - INFO - 当前的案件列表数量为5
2019-09-26 22:01:51,613 - choosesupects - INFO - 双击案件列表，寻找有嫌疑人的案件
2019-09-26 22:01:53,682 - choosesupects - INFO - 正在查找的当前案件的嫌疑人数量为9
2019-09-26 22:01:53,682 - choosesupects - INFO - 当前选择的这个案件有嫌疑人，结束寻找
