2019-09-20 16:51:26,934 - browserdriver - INFO - 当前选择的浏览器为 Chrome 
2019-09-20 16:51:26,934 - browserdriver - INFO - 测试的URL: http://172.23.23.222:7070/zfxtbgxt/form/86595d4a7f9384381526acb302bff724/insert
2019-09-20 16:51:29,511 - browserdriver - INFO - 启动Chrome浏览器
2019-09-20 16:51:31,791 - readconfig - INFO - 操作第2行元素,当前测试对象元素路径：username1
2019-09-20 16:51:31,800 - seleniumdriver - INFO - 找到该元素
2019-09-20 16:51:31,863 - seleniumdriver - INFO - 数据写入成功
2019-09-20 16:51:31,920 - readconfig - INFO - 操作第3行元素,当前测试对象元素路径：password1
2019-09-20 16:51:31,924 - seleniumdriver - INFO - 找到该元素
2019-09-20 16:51:32,007 - seleniumdriver - INFO - 数据写入成功
2019-09-20 16:51:32,073 - readconfig - INFO - 操作第4行元素,当前测试对象元素路径：submit_btn
2019-09-20 16:51:32,094 - seleniumdriver - INFO - 找到该元素
2019-09-20 16:51:32,164 - seleniumdriver - INFO - 元素点击成功
2019-09-20 16:51:33,182 - element-exist - INFO - 找到该元素
2019-09-20 16:51:33,195 - seleniumdriver - INFO - 当前页面的ifram个数为1
2019-09-20 16:51:33,195 - seleniumdriver - INFO - 当前页面iframe有[<selenium.webdriver.remote.webelement.WebElement (session="d861b48b7e62bb3f6ad1af4bf1952064", element="0.9493545181703402-2")>]
2019-09-20 16:51:33,270 - readconfig - INFO - 操作第7行元素,当前测试对象元素路径：/html/body/div/div/div[2]/div[9]/span[1]
2019-09-20 16:51:33,273 - seleniumdriver - INFO - 找到该元素
2019-09-20 16:51:33,779 - seleniumdriver - INFO - 元素点击成功
2019-09-20 16:51:33,785 - seleniumdriver - INFO - 当前页面标题为：延长羁押通知案件列表
2019-09-20 16:51:33,792 - ys-qlc - INFO - 进入延长羁押业务成功
2019-09-20 16:51:33,865 - readconfig - INFO - 操作第11行元素,当前测试对象元素路径：jqButton-btn
2019-09-20 16:51:33,878 - seleniumdriver - INFO - 找到该元素
2019-09-20 16:51:33,911 - seleniumdriver - INFO - 元素点击成功
2019-09-20 16:51:34,047 - ys-qlc - INFO - 开始选择案件和嫌疑人
2019-09-20 16:51:34,075 - choosesupects - INFO - 当前页案件数量为2
2019-09-20 16:51:34,131 - readconfig - INFO - 操作第19行元素,当前测试对象元素路径：/html/body/div[1]/div[1]/table/tbody/tr[1]/td[1]/input
2019-09-20 16:51:34,143 - seleniumdriver - INFO - 找到该元素
2019-09-20 16:51:34,198 - seleniumdriver - INFO - 元素双击成功
2019-09-20 16:51:34,220 - choosesupects - INFO - 当前提捕流程选择的嫌疑人姓名： 成祖裘
2019-09-20 16:51:34,276 - readconfig - INFO - 操作第20行元素,当前测试对象元素路径：jqButtonSave
2019-09-20 16:51:34,289 - seleniumdriver - INFO - 找到该元素
2019-09-20 16:51:34,365 - seleniumdriver - INFO - 元素点击成功
2019-09-20 16:51:42,447 - readconfig - INFO - 操作第64行元素,当前测试对象元素路径：jqInputctar
2019-09-20 16:51:42,467 - seleniumdriver - INFO - 找到该元素
2019-09-20 16:51:42,524 - seleniumdriver - INFO - 数据写入成功
2019-09-20 16:51:42,591 - readconfig - INFO - 操作第65行元素,当前测试对象元素路径：jqDatedyjyksrq
2019-09-20 16:51:42,600 - seleniumdriver - INFO - 找到该元素
2019-09-20 16:51:42,753 - seleniumdriver - INFO - 数据写入成功
2019-09-20 16:51:42,822 - readconfig - INFO - 操作第66行元素,当前测试对象元素路径：jqDatedyjyjzrq
2019-09-20 16:51:42,823 - seleniumdriver - INFO - 找到该元素
2019-09-20 16:51:42,929 - seleniumdriver - INFO - 数据写入成功
2019-09-20 16:51:42,992 - readconfig - INFO - 操作第69行元素,当前测试对象元素路径：save
2019-09-20 16:51:42,995 - seleniumdriver - INFO - 找到该元素
2019-09-20 16:51:43,044 - seleniumdriver - INFO - 元素点击成功
2019-09-20 16:51:48,136 - readconfig - INFO - 操作第70行元素,当前测试对象元素路径：viewWrit
2019-09-20 16:51:48,147 - seleniumdriver - INFO - 找到该元素
2019-09-20 16:51:48,187 - seleniumdriver - INFO - 元素点击成功
2019-09-20 16:51:51,199 - jzxt - INFO - 开始上传公安文书
2019-09-20 16:51:52,257 - seleniumdriver - INFO - 当前页面标题为：文件管理
2019-09-20 16:51:52,360 - readconfig - INFO - 操作第22行元素,当前测试对象元素路径：//*[@id="jqTreeAreaFiles_ztree_3_span"]
2019-09-20 16:51:52,372 - seleniumdriver - INFO - 找到该元素
2019-09-20 16:51:52,416 - seleniumdriver - INFO - 元素点击成功
2019-09-20 16:51:52,491 - readconfig - INFO - 操作第23行元素,当前测试对象元素路径：jqHtmlAreaUp
2019-09-20 16:51:52,500 - seleniumdriver - INFO - 找到该元素
2019-09-20 16:51:53,294 - seleniumdriver - INFO - 元素点击成功
2019-09-20 16:51:53,305 - seleniumdriver - INFO - 当前页面的ifram个数为3
2019-09-20 16:51:53,305 - seleniumdriver - INFO - 当前页面iframe有[<selenium.webdriver.remote.webelement.WebElement (session="d861b48b7e62bb3f6ad1af4bf1952064", element="0.8369704206668971-3")>, <selenium.webdriver.remote.webelement.WebElement (session="d861b48b7e62bb3f6ad1af4bf1952064", element="0.8369704206668971-4")>, <selenium.webdriver.remote.webelement.WebElement (session="d861b48b7e62bb3f6ad1af4bf1952064", element="0.8369704206668971-5")>]
2019-09-20 16:51:53,391 - readconfig - INFO - 操作第24行元素,当前测试对象元素路径：//*[@id="SWFUpload_0"]
2019-09-20 16:51:53,401 - seleniumdriver - INFO - 找到该元素
2019-09-20 16:51:53,450 - seleniumdriver - INFO - 元素双击成功
2019-09-20 16:51:58,728 - readconfig - INFO - 操作第26行元素,当前测试对象元素路径：/html/body/div[6]/div/div[1]
2019-09-20 16:51:58,748 - seleniumdriver - INFO - 找到该元素
2019-09-20 16:51:58,769 - seleniumdriver - INFO - 元素双击成功
2019-09-20 16:51:58,769 - seleniumdriver - INFO - 当前页面的ifram个数为3
2019-09-20 16:51:58,769 - seleniumdriver - INFO - 当前页面iframe有[<selenium.webdriver.remote.webelement.WebElement (session="d861b48b7e62bb3f6ad1af4bf1952064", element="0.8369704206668971-3")>, <selenium.webdriver.remote.webelement.WebElement (session="d861b48b7e62bb3f6ad1af4bf1952064", element="0.8369704206668971-4")>, <selenium.webdriver.remote.webelement.WebElement (session="d861b48b7e62bb3f6ad1af4bf1952064", element="0.8369704206668971-5")>]
2019-09-20 16:51:58,844 - readconfig - INFO - 操作第27行元素,当前测试对象元素路径：/html/body/div[2]/form/table/tbody/tr[3]/td/div/table/tbody/tr/td[1]/div/button
2019-09-20 16:51:58,864 - seleniumdriver - INFO - 找到该元素
2019-09-20 16:51:58,919 - seleniumdriver - INFO - 元素双击成功
2019-09-20 16:52:09,028 - readconfig - INFO - 操作第68行元素,当前测试对象元素路径：jqButton-btn
2019-09-20 16:52:09,048 - seleniumdriver - INFO - 找到该元素
2019-09-20 16:52:09,115 - seleniumdriver - INFO - 元素点击成功
