2019-09-25 21:49:40,549 - browserdriver - INFO - 当前选择的浏览器为 Chrome 
2019-09-25 21:49:40,549 - browserdriver - INFO - 测试的URL: http://172.23.23.222:7070/zfxtbgxt/form/86595d4a7f9384381526acb302bff724/insert
2019-09-25 21:49:43,247 - browserdriver - INFO - 启动Chrome浏览器
2019-09-25 21:49:46,214 - readconfig - INFO - 操作第2行元素,当前测试对象元素路径：username1
2019-09-25 21:49:46,227 - seleniumdriver - INFO - 找到该元素
2019-09-25 21:49:46,276 - seleniumdriver - INFO - 数据写入成功
2019-09-25 21:49:46,338 - readconfig - INFO - 操作第3行元素,当前测试对象元素路径：password1
2019-09-25 21:49:46,351 - seleniumdriver - INFO - 找到该元素
2019-09-25 21:49:46,414 - seleniumdriver - INFO - 数据写入成功
2019-09-25 21:49:46,483 - readconfig - INFO - 操作第4行元素,当前测试对象元素路径：submit_btn
2019-09-25 21:49:46,494 - seleniumdriver - INFO - 找到该元素
2019-09-25 21:49:46,532 - seleniumdriver - INFO - 元素点击成功
2019-09-25 21:49:47,571 - element-exist - INFO - 找到该元素
2019-09-25 21:49:47,584 - seleniumdriver - INFO - 当前页面的ifram个数为1
2019-09-25 21:49:47,585 - seleniumdriver - INFO - 当前页面iframe有[<selenium.webdriver.remote.webelement.WebElement (session="b57641dae063cb0c3da6b269fe1ab2c4", element="0.6023266815167814-2")>]
2019-09-25 21:49:47,665 - readconfig - INFO - 操作第5行元素,当前测试对象元素路径：/html/body/div/div/div[2]/div[2]/span[1]
2019-09-25 21:49:47,678 - seleniumdriver - INFO - 找到该元素
2019-09-25 21:49:48,207 - seleniumdriver - INFO - 元素点击成功
2019-09-25 21:49:48,215 - seleniumdriver - INFO - 当前页面标题为：提捕案件列表
2019-09-25 21:49:48,284 - readconfig - INFO - 操作第11行元素,当前测试对象元素路径：jqButton-btn
2019-09-25 21:49:48,296 - seleniumdriver - INFO - 找到该元素
2019-09-25 21:49:48,512 - seleniumdriver - INFO - 元素点击成功
2019-09-25 21:49:48,548 - tb-qlc - INFO - 开始选择案件和嫌疑人
2019-09-25 21:49:48,576 - choosesupects - INFO - 当前页案件数量为5
2019-09-25 21:49:48,576 - choosesupects - INFO - 正在查找第1条案件
2019-09-25 21:49:48,591 - choosesupects - INFO - 当前的案件列表数量为5
2019-09-25 21:49:48,604 - choosesupects - INFO - 双击案件列表，寻找有嫌疑人的案件
2019-09-25 21:49:50,703 - choosesupects - INFO - 正在查找的当前案件的嫌疑人数量为0
2019-09-25 21:49:50,703 - choosesupects - INFO - 正在查找第2条案件
